text,author
Enter Lucius with the gown.,William Shakespeare
"Because a person of sound intelligence would not have proposed to rob the man Buckner, who never had much money with him.",Mark_Twain
"“She 'sleep out yonder, ve'y tired face wet, been cryin', 'spose; fetch her home, feed her, she heap much hungry go 'sleep 'gin”.",Mark_Twain
"THE HISTORY OF ENGLAND   HENRY the 4th   Henry the 4th ascended the throne of England much to his own satisfaction in the year 1399, after having prevailed on his cousin and predecessor Richard the 2nd, to resign it to him, and to retire for the rest of his life to Pomfret Castle, where he happened to be murdered.",Jane Austen
‘These gentlemen are pedlars?’ she asked sharply.,Robert Louis Stevenson
Surely no man ever advanced into the public with fitter qualifications of body and mind for the propagation of a new religion.,Jonathan Swift
"We instantly quitted our seats and ran to the rescue of those who but a few moments before had been in so elevated a situation as a fashionably high Phaeton, but who were now laid low and sprawling in the Dust.",Jane Austen
"While he ate, we smoked and chatted; and when he was finishing he found his voice at last, and of his own accord broke out with his personal history.",Mark_Twain
"I ought to say, that with our long, damp india-rubber bags, we presented rather a doubtful type of civilisation: like rag-and-bone men, the Cigarette imagined.",Robert Louis Stevenson
"He liked the birds and the lizards immensely, and thought that the flowers were the most marvellous things in the whole world, except of course the Infanta, but then she had given him the beautiful white rose, and she loved him, and that made a great difference.",Oscar Wilde
"Particularly the Cigarette, for I tried to make believe that I was amused with the adventure, tough beefsteak and all.",Robert Louis Stevenson
"Of which dozen the one moiety failed of success by being dropped among unsuitable company, and the other cost me so many strains, and traps, and ambages to introduce, that I at length resolved to give it over.",Jonathan Swift
The land was dry and burnt up with the heat.,Oscar Wilde
"May I venture to advise your acquiring, as soon as possible, an utter disbelief in the possibility of a ratio existing between miles and hours?",Lewis Caroll
"As the streets drew near to this presiding genius, through the market-place under the Hôtel de Ville, they grew emptier and more composed.",Robert Louis Stevenson
"Of these, F. K., FIFEE, T. B. C., and VIS INERTIÆ do not attempt the second part at all.",Lewis Caroll
"""No"".",Charles Dickens
Here the street is narrow.,William Shakespeare
he is arriv’d.,William Shakespeare
"Thy lover, Artemidorus”.",William Shakespeare
"For men will sit down after the fullest meal, though it be only to dose or to sleep out the rest of the day.",Jonathan Swift
Tell me Augusta with sincerity; did you ever know me consult his inclinations or follow his Advice in the least trifling Particular since the age of fifteen”?,Jane Austen
"A large weighing-machine, that had been used for cargo at the last port, stood on the deck; and round this the fishermen had gathered, and, with much unintelligible jabber, seemed to be weighing their sacks.",Lewis Caroll
"She is newly-washed, and the clear sunlight shows her at her best.",Rudyard Kipling
"This or that fellow, in his tights and spangles, is sure to know a word or two of English, to have drunk English aff-’n-aff, and perhaps performed in an English music-hall.",Robert Louis Stevenson
"To conclude from all, what is man himself but a microcoat, or rather a complete suit of clothes with all its trimmings?",Jonathan Swift
He didn't place the explosive against the cabin.,Mark_Twain
"Now, for myself, I profess to be of the former sort, and therefore having the modern inclination to expatiate upon the beauty of my own productions, and display the bright parts of my discourse, I thought best to do it in the body of the work, where as it now lies it makes a very considerable addition to the bulk of the volume, a circumstance by no means to be neglected by a skilful writer.",Jonathan Swift
§ 1 (2 steps).,Lewis Caroll
"She named them, and said, “Run up and bring them, dear”.",Mark_Twain
Look whether he have not crown’d dead Cassius!,William Shakespeare
"And although this vein hath bled so freely, and all endeavours have been used in the power of human breath to dilate, extend, and keep it open, like the Scythians {116}, who had a custom and an instrument to blow up those parts of their mares, that they might yield the more milk; yet I am under an apprehension it is near growing dry and past all recovery, and that either some new fonde of wit should, if possible, be provided, or else that we must e’en be content with repetition here as well as upon all other occasions.",Jonathan Swift
"It's only that I can't remember how much I paid!""",Lewis Caroll
"She glanced at the fatter and more silent sister, whose chief function in life seemed to be to support the family opinion, and who meekly responded   ""And me too, sister!""",Lewis Caroll
"He beckoned with his hand, and waved his hat, and cheered out, loud, as if the light were they, and they could see and hear him, as he dashed towards them through the mud and mire, triumphantly.",Charles Dickens
Here am I then.,Robert Louis Stevenson
Brutus shall lead; and we will grace his heels With the most boldest and best hearts of Rome.,William Shakespeare
"And the Hare said to him, ‘Why art thou weeping?",Oscar Wilde
"Very, very few find haven of any kind, and the earth, whose ways they do not understand, is cruel to them, when they walk upon it to drink and be merry after the manner of beasts.",Rudyard Kipling
"What villain touch’d his body, that did stab, And not for justice?",William Shakespeare
"Fare you well, my lord.",William Shakespeare
"Whether it was from this circumstance, of its being easily taken, or from a wish of being independant, or from an excess of sensibility (for which we were always remarkable) I cannot now determine, but certain it is that when we had reached our 15th year, we took the nine Hundred Pounds and ran away.",Jane Austen
"Because I have professed to be a most devoted servant of all modern forms, I apprehend some curious wit may object against me for proceeding thus far in a preface without declaiming, according to custom, against the multitude of writers whereof the whole multitude of writers most reasonably complain.",Jonathan Swift
"So there is race-feeling, to be explained away, even among these beautiful desks.",Rudyard Kipling
"I hold myself obliged to give as much light as possible into the beauties and excellences of what I am writing, because it is become the fashion and humour most applauded among the first authors of this polite and learned age, when they would correct the ill nature of critical or inform the ignorance of courteous readers.",Jonathan Swift
"This, though a good deal for the purpose, and helping very far towards self-conviction, yet not seeming wholly of force to establish a command, and being resolved to avoid farther scruple, as well as future occasion for scandal, says he that was the scholar, “I remember to have read in wills of a codicil annexed, which is indeed a part of the will, and what it contains hath equal authority with the rest.",Jonathan Swift
"The thing was neatly executed, and would have made the delight of a party of boys on the waterside.",Robert Louis Stevenson
"It shone in people's eyes, it sparkled in the jewels on the snowy necks of girls, it twinkled at their ears as if it whispered to them slyly, it flashed about their waists, it flickered on the ground and made it rosy for their feet, it bloomed upon the ceiling that its glow might set off their bright faces, and it kindled up a general illumination in Mrs. Craggs's little belfry.",Charles Dickens
“But that is solid ground”.,Rudyard Kipling
A symphony in forget-me-not; I think Théophile Gautier might thus have characterised that two days’ panorama.,Robert Louis Stevenson
"Upon so nice a distinction are we taught to repeat the name of Curtius with reverence and love, that of Empedocles with hatred and contempt.",Jonathan Swift
"The two hinds (and one of them looked sadly worn and white in the face, as though sick with over-work and under-feeding) supped off a single plate of some sort of bread-berry, some potatoes in their jackets, a small cup of coffee sweetened with sugar-candy, and one tumbler of swipes.",Robert Louis Stevenson
Bertha (the Mother of Philander) and Agatha (my own Mother) always lived together.,Jane Austen
I do not think it good.,William Shakespeare
"‘Pour un tout petit oiseau—For quite a little bird,’ added the husband.",Robert Louis Stevenson
"How the new landlord secured Martin in the full possession of his former rights, but would not allow him to destroy Jack, who had always been his friend.",Jonathan Swift
"He would give her his own little bed, and would watch outside the window till dawn, to see that the wild horned cattle did not harm her, nor the gaunt wolves creep too near the hut.",Oscar Wilde
It is quite likely that the people would have understood if they had known how he was employing his spare time.,Mark_Twain
"She was very young when she made the engagement if it may be called one, I am not even sure of that and has repented of it, perhaps.",Charles Dickens
BRUTUS.,William Shakespeare
"It is worth all the gold that is in the world, and is more precious than the rubies of the kings.",Oscar Wilde
"And now he's gazing up toward heaven and stroking his mustache slow, and ”  “Now he has rose up standing, and is putting his clues together on his left fingers with his right finger.",Mark_Twain
"“Come up to the fire lookout in the first place, and then you’ll be able to see the city”.",Rudyard Kipling
Be it so; I do desire no more.,William Shakespeare
"The feelings of Sophia were at that time so exquisite, and the tenderness she felt for Augustus so poignant that I had not power to start any other topic, justly fearing that it might in some unforseen manner again awaken all her sensibility by directing her thoughts to her Husband.",Jane Austen
We ceased reading entirely.,Robert Louis Stevenson
Hence!,William Shakespeare
"I did not properly catch his name, and perhaps that was not unfortunate for him, as I am not in a position to hand him down with honour to posterity.",Robert Louis Stevenson
"In this posture he disembogues whole tempests upon his auditory, as the spirit from beneath gives him utterance, which issuing ex adytis and penetralibus, is not performed without much pain and griping.",Jonathan Swift
"We shall have them beginning to turn, soon, with a smooth sound.",Charles Dickens
"Above all, at night, when the children are abed, and even grown people are snoring under quilts, does it not seem impertinent to leave these ginger-bread figures winking and tinkling to the stars and the rolling moon?",Robert Louis Stevenson
THIRD CITIZEN.,William Shakespeare
We have been deprived of our inheritance.,Rudyard Kipling
He instantly left the Room and immediately afterwards the House.,Jane Austen
Did he never gaze on you with admiration—tenderly press your hand—drop an involantary tear—and leave the room abruptly”?,Jane Austen
"Of those who win honours, THE SHETLAND SNARK must have the 3rd class all to himself.",Lewis Caroll
"“So far from having ever declared it, I have no reason to imagine that he has ever felt any for me”.",Jane Austen
"Why, therefore, should Pyramus who has to be ruling account forms at ten, and Thisbe, who cannot be interested in the price of second quality beef, wander, in studiously correct raiment, round and about the stalls before the sun is well clear of the earth?",Rudyard Kipling
The Colonel in gratitude waited on me the next day with an offer of his hand—.,Jane Austen
CASSIUS.,William Shakespeare
There's no time.,Charles Dickens
Never a sign of a European.,Rudyard Kipling
"In Parthia did I take thee prisoner; And then I swore thee, saving of thy life, That whatsoever I did bid thee do, Thou shouldst attempt it.",William Shakespeare
"If there's anything I do particularly despise, it's a lynching mob; I've never seen one that had a man in it.",Mark_Twain
“There you are; you can see for yourself”.,Rudyard Kipling
many of them barbarously destroyed before they have so much as learnt their mother-tongue to beg for pity.,Jonathan Swift
The child hurried away on his errand and was soon back again with the things.,Mark_Twain
"The trodden ground became a quagmire, whence, from sullen pools collected in the prints of human feet and horses' hoofs, the one prevailing hue still lowered and glimmered at the sun.",Charles Dickens
"On second thoughts it would not; for the spire is slippery, the night is hot, and the Police have been specially careful to warn their charge that he must not be carried away by the sight of horrors that cannot be written or hinted at.",Rudyard Kipling
"Now, I am not unaware how the productions of the Grub Street brotherhood have of late years fallen under many prejudices, nor how it has been the perpetual employment of two junior start-up societies to ridicule them and their authors as unworthy their established post in the commonwealth of wit and learning.",Jonathan Swift
"""Yes, all abed by this time,"" she replied.",Charles Dickens
All this mass of humanity in Dhurrumtollah is unexploited and almost unknown.,Rudyard Kipling
"To use Kossuth's eloquent phrase, they are the unnamed demigods of the nineteenth century"".",Lewis Caroll
"‘It may be that thou wilt have need of me.’  ‘What need should I have of thee?’ cried the young Fisherman, ‘but be it as thou wilt,’ and he plunged into the waters and the Tritons blew their horns and the little Mermaid rose up to meet him, and put her arms around his neck and kissed him on the mouth.",Oscar Wilde
"The country-bred is a rare beast here; his place is taken by the waler, and the waler, though a ruffian at heart, can be made to look like a gentleman.",Rudyard Kipling
What does it tell us further?,Mark_Twain
"Often, again, when the tree reached from bank to bank, there was room, by lying close, to shoot through underneath, canoe and all.",Robert Louis Stevenson
Calls my lord?,William Shakespeare
A rattle of many dishes came to our ears; we sighted a great field of table-cloth; the kitchen glowed like a forge and smelt like a garden of things to eat.,Robert Louis Stevenson
"In five short minutes, as they had prophesied, their charge was lost as he had never been lost before.",Rudyard Kipling
"She is remarkably good-tempered when she has her own way, and very lively when she is not out of humour.",Jane Austen
"on the very day of Janetta’s Escape, as Sophia was majestically removing the 5th Bank-note from the Drawer to her own purse, she was suddenly most impertinently interrupted in her employment by the entrance of Macdonald himself, in a most abrupt and precipitate Manner.",Jane Austen
“Why are they so quiet?,Rudyard Kipling
BRUTUS.,William Shakespeare
"have lost an eye, 75 per cent.",Lewis Caroll
"His Majesty then turned his thoughts to France, where he went and fought the famous Battle of Agincourt.",Jane Austen
The men look bored; also expectant.,Mark_Twain
"Why then, said he, it must be I, or my Lord Somers.",Jonathan Swift
"George Austen, this work is inscribed with all due respect by  THE AUTHOR.",Jane Austen
But the assassin might have been a stranger?,Mark_Twain
The word jars unspeakably.,Rudyard Kipling
"""I am afraid to think,"" she said.",Charles Dickens
We are oiling the gates of life.,Charles Dickens
"Good lad, good boy.",Mark_Twain
"There were some children on the tow-path, with whom the Cigarette fell into a chaffing talk as they ran along beside us.",Robert Louis Stevenson
MAGPIE.,Lewis Caroll
“My dear Girls the moment is now arrived when I am to reap the rewards of all my Anxieties and Labours towards you during your Education.,Jane Austen
"He had offered his services to haul me out, but as I was then already on my elbows, I had declined, and sent him down stream after the truant Arethusa.",Robert Louis Stevenson
"It was comfortable to Mr. Britain, to think of his own condescension in having married Clemency.",Charles Dickens
"The little Dwarf looked in wonder all round him, and was half-afraid to go on.",Oscar Wilde
"There is no discharge in the war of life, I am well aware; but shall there not be so much as a week’s furlough?",Robert Louis Stevenson
I cannot see it.,Oscar Wilde
Do you call that nothing”?,Mark_Twain
"As soon as she had complyed with my wishes in this particular and had given me an accurate detail of every thing that had befallen her since our separation (the particulars of which if you are not already acquainted with, your Mother will give you) I applied to Augusta for the same information respecting herself, Sir Edward and Lady Dorothea.",Jane Austen
"""To-morrow can't bring back the dead to life, Mister,"" said Clemency, sobbing.",Charles Dickens
"Lady Lesley says no, that nothing will ever tempt her to forego the Amusements of Brighthelmstone for a Journey to Italy merely to see our Brother.",Jane Austen
"my son,’ she cried, ‘wilt thou not kiss me before I go?",Oscar Wilde
"I am cabining with a young fellow named “Sammy” Hillyer, about twenty-five, the only son of his mother like me and loves her dearly, and writes to her every week part of which is like me.",Mark_Twain
Was it Echo?,Oscar Wilde
"When I sent my servant on to you, I strolled in here because the place was new to me; and I had a natural curiosity in everything new and old, in these old scenes; and it was outside the town.",Charles Dickens
ANSWERS TO KNOT IV.,Lewis Caroll
By the eighth hour: is that the uttermost?,William Shakespeare
"“Perfect Felicity is not the property of Mortals, and no one has a right to expect uninterrupted Happiness.—Some Misfortunes I have certainly met with”.",Jane Austen
"‘They are my servants,’ she answered.",Oscar Wilde
"We’ve got ’em safe any time we want to catch ’em, if this little visit doesn’t make ’em shift their quarters.",Rudyard Kipling
"For the meek suffer bitterly from these hurts; more bitterly, perhaps, than do the manlier sort, who can burst out and get relief with words or blows when the limit of endurance has been reached.",Mark_Twain
“Been there all of an hour”!,Mark_Twain
This: that the assassin was left-handed.,Mark_Twain
"TWO SISTERS first assume that biscuits are 4 a penny, and then that they are 2 a penny, adding that ""the answer will of course be the same in both cases"".",Lewis Caroll
He would not take the crown; Therefore ’tis certain he was not ambitious.,William Shakespeare
"The damp, drainage-soaked soil is sick with the teeming life of a hundred years, and the Municipal Board list is choked with the names of natives men of the breed born in and raised off this surfeited muck-heap!",Rudyard Kipling
Hence it was true at first.,Lewis Caroll
Now some light.,William Shakespeare
D you!,Mark_Twain
This is Calcutta going to office the civilians to the Government Buildings and the young men to their firms and their blocks and their wharves.,Rudyard Kipling
The wine-sellers elbow their way through the crowd with great black skins on their shoulders.,Oscar Wilde
"""And which wins the match?""",Lewis Caroll
"The fierce robbers come down from the mountains, and carry off the little children, and sell them to the Moors.",Oscar Wilde
"When will it be!""",Charles Dickens
Perhaps you encountered the assassin”?,Mark_Twain
I doted upon the town-hall.,Robert Louis Stevenson
"Speak your griefs softly, I do know you well.",William Shakespeare
"At nine in the Evening on the following day, they came, accompanied by one of Lady Lesleys brothers.",Jane Austen
"I suppose you know all about the Wars between him and the Duke of York who was of the right side; if you do not, you had better read some other History, for I shall not be very diffuse in this, meaning by it only to vent my spleen against, and shew my Hatred to all those people whose parties or principles do not suit with mine, and not to give information.",Jane Austen
Adeiu Laura.,Jane Austen
CASSIUS.,William Shakespeare
"Go to the gate, somebody knocks.",William Shakespeare
*       *       *       *       *  Solution.,Lewis Caroll
"Her grass-green eyes grew dim with tears, and she said to the Fisherman, ‘Ask me anything but that!’  He laughed, and held her all the more tightly.",Oscar Wilde
"You cleanse away carefully the sordes and caput mortuum, letting all that is volatile evaporate.",Jonathan Swift
This is a city.,Rudyard Kipling
"He can be frightened out of his wits by severe speech, and is generally asleep in calling hours.",Rudyard Kipling
"There was a father and mother; two daughters, brazen, blowsy hussies, who sang and acted, without an idea of how to set about either; and a dark young man, like a tutor, a recalcitrant house-painter, who sang and acted not amiss.",Robert Louis Stevenson
The spell was broken.,Robert Louis Stevenson
And to render all complete I have with much thought and application of mind so ordered that the chief title prefixed to it (I mean that under which I design it shall pass in the common conversation of court and town) is modelled exactly after the manner peculiar to our society.,Jonathan Swift
"My right is as good as his, if she decide in my favor; and I will try my right by her alone.",Charles Dickens
"Brutus, my lord.",William Shakespeare
You must see it first with the gilding on and mind that rotten board”.,Rudyard Kipling
*       *       *       *       *  Ninety-seven answers have been received.,Lewis Caroll
There is no escaping the fact.,Rudyard Kipling
The journals out here know how to do the noble thing when there's business in it.,Mark_Twain
It resembles the essence of corruption that has rotted for the second time the clammy odor of blue slime.,Rudyard Kipling
I have received several letters on the subjects of Knots II.,Lewis Caroll
The hot months are the busiest in the year and money’s tightest.,Rudyard Kipling
"I dreamt tonight that I did feast with Caesar, And things unluckily charge my fantasy.",William Shakespeare
said poor Clara.,Lewis Caroll
“You will add no signature.,Mark_Twain
"“If that is the case replied I, I have nothing more to say against him, and if as you say he is an informed young Man and can write a good Love-letter, I am sure I have no reason to find fault with him for admiring me, tho’ perhaps I may not marry him for all that Lady Scudamore”.",Jane Austen
"But the shrill laughter of the children grated on his ears, and the bright pitiless sunlight mocked his sorrow, and a dull odour of strange spices, spices such as embalmers use, seemed to taint—or was it fancy?—the clear morning air.",Oscar Wilde
echoed Snitchey.,Charles Dickens
"This I mention, because I am wonderfully well acquainted with the present relish of courteous readers, and have often observed, with singular pleasure, that a fly driven from a honey-pot will immediately, with very good appetite, alight and finish his meal on an excrement.",Jonathan Swift
At M——.,Jane Austen
She makes the same mistake in (2).,Lewis Caroll
"(thought I to myself) What a total want of delicate refinement must he have, who can thus shock our senses by such a brutal noise!",Jane Austen
"Their short method, of adding 12 and 8, has the slight disadvantage of bringing the answer wrong: even a ""roundabout"" method is better than that!",Lewis Caroll
"Let us sleep, let us sleep, and pray that Calcutta may be better to-morrow.",Rudyard Kipling
"I only reads a thimble"".",Charles Dickens
"“When you was out on such a business as that, how did you venture to risk having him along and him a detective?",Mark_Twain
"when we last parted in the Vale of Usk, I was happy in being united to the best of Edwards; I had then a Father and a Mother, and had never known misfortunes—But now deprived of every freind but you—”  “What!",Jane Austen
"Surely they might be content with all those things without entering into matters which they cannot, by the nature of their birth, understand.",Rudyard Kipling
"He didn't contradict her; yes, she was dead!",Charles Dickens
"Now pass it back, please.",Mark_Twain
Into which two factions I think all present readers may justly be divided.,Jonathan Swift
CAESAR.,William Shakespeare
I do not like your faults.,William Shakespeare
"For it was no longer ago than last night, perhaps, that the receipts only amounted to a franc and a half, to cover three francs of railway fare and two of board and lodging.",Robert Louis Stevenson
"When the number of years since the first occasion is two-thirds of the sum of the ages on that occasion, one age is 21.",Lewis Caroll
"May not ""a nought"" have similarly become ""an ought""?",Lewis Caroll
"Come, away, away!",William Shakespeare
BRUTUS.,William Shakespeare
"Love, and be friends, as two such men should be; For I have seen more years, I’m sure, than ye.",William Shakespeare
"He put her from him and left her in the rank grass, and going to the edge of the mountain he placed the knife in his belt and began to climb down.",Oscar Wilde
"At such a time, one little roadside Inn, snugly sheltered behind a great elm-tree with a rare seat for idlers encircling its capacious bole, addressed a cheerful front towards the traveller, as a house of entertainment ought, and tempted him with many mute but significant assurances of a comfortable welcome.",Charles Dickens
Are they sunk in the abyss of things?,Jonathan Swift
"But, hold thee, take this garland on thy brow; Thy Brutus bid me give it thee, and I Will do his bidding.",William Shakespeare
"Here I found, to my great surprise, that although they all entered upon occasion into particular descriptions of the true critic, according as they were governed by their fears or their hopes, yet whatever they touched of that kind was with abundance of caution, adventuring no further than mythology and hieroglyphic.",Jonathan Swift
"Corporal Modesty had given the word of command, and the well-disciplined picket had gone right-about-face like a single person.",Robert Louis Stevenson
Round and round.,Lewis Caroll
"Who will declare the merits of Lucia dead in her spring before there was even a Hickey’s Gazette to chronicle the amusements of Calcutta, and publish, with scurrilous asterisks, the liaisons of heads of departments?",Rudyard Kipling
"For what man in the natural state or course of thinking did ever conceive it in his power to reduce the notions of all mankind exactly to the same length, and breadth, and height of his own?",Jonathan Swift
"He struck it with a rod of willow, and it went away whining.",Oscar Wilde
"When a man has just vowed eternal brotherhood with the universe, he is not in a temper to take great determinations coolly, and this, which might have been a very important determination for me, had not been taken under a happy star.",Robert Louis Stevenson
There's your Arithmetical policeman.,Lewis Caroll
"For whereas we are assured he designed his work for a complete body of all knowledge, human, divine, political, and mechanic {102a}, it is manifest he hath wholly neglected some, and been very imperfect perfect in the rest.",Jonathan Swift
"The cause of this distribution was from observing it my peculiar case to be often under a temptation of being witty upon occasion where I could be neither wise nor sound, nor anything to the matter in hand.",Jonathan Swift
"""I wonder you could come away, Mr. Craggs,"" said his wife.",Charles Dickens
"“And what is more, you furnished the matches yourself”!",Mark_Twain
Enter Titinius with Messala.,William Shakespeare
"Benares is fouler in point of concentrated, pent-up muck, and there are local stenches in Peshawur which are stronger than the B.C.S.",Rudyard Kipling
"""24 miles: half-past 6"".",Lewis Caroll
"""Give me time,"" he said.",Lewis Caroll
One of the sorry fellows came to the rescue.,Robert Louis Stevenson
“It's your privilege to be first”.,Mark_Twain
"Dining one day at an alderman’s in the city, Peter observed him expatiating, after the manner of his brethren in the praises of his sirloin of beef.",Jonathan Swift
"Surely thou wilt not send me without a heart into another world?’  But the young Fisherman listened not to his Soul, but called on the little Mermaid and said, ‘Love is better than wisdom, and more precious than riches, and fairer than the feet of the daughters of men.",Oscar Wilde
"Others sell silver bracelets embossed all over with creamy blue turquoise stones, and anklets of brass wire fringed with little pearls, and tigers’ claws set in gold, and the claws of that gilt cat, the leopard, set in gold also, and earrings of pierced emerald, and finger-rings of hollowed jade.",Oscar Wilde
This will show you that it is hopeless to try to coax any one of these 3 unknowns to reveal its separate value.,Lewis Caroll
"So he did,"" retorted Clemency, ""and many thanks to him"".",Charles Dickens
BRUTUS.,William Shakespeare
"his face was as the face of a toad, and his body was sealed like an adder.",Oscar Wilde
"To this end, though authors need be little consulted, yet critics, and commentators, and lexicons carefully must.",Jonathan Swift
"""We know the fact,"" repeated Craggs.",Charles Dickens
“That's so.,Mark_Twain
You don't know what I do.,Charles Dickens
"His applause tasted bitter in his mouth, though; he could not disguise that from me; and it was observable that his appetite was gone; he only nibbled; he couldn't eat.",Mark_Twain
He fingered his clues.,Mark_Twain
"But, on the other side, whoever should mistake the nature of things so far as to drop but a single hint in public how such a one starved half the fleet, and half poisoned the rest; how such a one, from a true principle of love and honour, pays no debts but for wenches and play; how such a one runs out of his estate; how Paris, bribed by Juno and Venus, loath to offend either party, slept out the whole cause on the bench; or how such an orator makes long speeches in the Senate, with much thought, little sense, and to no purpose;—whoever, I say, should venture to be thus particular, must expect to be imprisoned for scandalum magnatum, to have challenges sent him, to be sued for defamation, and to be brought before the bar of the House.",Jonathan Swift
"Do grace to Caesar’s corpse, and grace his speech Tending to Caesar’s glories, which Mark Antony, By our permission, is allow’d to make.",William Shakespeare
"Then turning back again, and fully meeting, for the first time, those calm eyes, fell sobbing on her neck.",Charles Dickens
"“Well, (replied my Brother in a tone of vexation, and glancing an impertinent look at me) if they have but little colour, at least, it is all their own”.",Jane Austen
"‘Nay, but be merciful,’ said his Soul: ‘give me thy heart, for the world is very cruel, and I am afraid.’  ‘My heart is my love’s,’ he answered, ‘therefore tarry not, but get thee gone.’  ‘Should I not love also?’ asked his Soul.",Oscar Wilde
"THE FEMALE PHILOSOPHER  A LETTER  MY DEAR LOUISA  Your friend Mr Millar called upon us yesterday in his way to Bath, whither he is going for his health; two of his daughters were with him, but the eldest and the three Boys are with their Mother in Sussex.",Jane Austen
There you needn't speak; I know quite well what they were; I got them from authentic sources.,Mark_Twain
"In the fair raiment of a king he stood before them, and the organ pealed out its music, and the trumpeters blew upon their trumpets, and the singing boys sang.",Oscar Wilde
"Perhaps it is the result of republican institutions, as they call them.",Robert Louis Stevenson
ACT IV  Rome.,William Shakespeare
Say look at that awful gravity look at that pallid solemness there ain't any corpse can lay over it”.,Mark_Twain
"""You shall have another chance to-day.",Lewis Caroll
The competition makes first mates ship sometimes for five pounds or as low as four ten a month”.,Rudyard Kipling
She was a toast far up the river.,Rudyard Kipling
“Fairy Queen.” “When did you leave her”?,Rudyard Kipling
I found her exactly what her Brother had described her to be—of the middle size.,Jane Austen
Adeiu.,Jane Austen
"And the young King wept, and said: ‘Who were these men, and for what were they seeking?’  ‘For rubies for a king’s crown,’ answered one who stood behind him.",Oscar Wilde
"Bright eyes sparkled upon Marion; smiling lips gave her joy of his return; sage mothers fanned themselves, and hoped she mightn't be too youthful and inconstant for the quiet round of home; impetuous fathers fell into disgrace, for too much exaltation of her beauty; daughters envied her; sons envied him; innumerable pairs of lovers profited by the occasion; all were interested, animated, and expectant.",Charles Dickens
"She writes that she has made her innocent and blameless choice entreats that we will forgive her prays that we will not forget her and is gone"".",Charles Dickens
"She would come with him to the fair forest, and all day long he would dance for her delight.",Oscar Wilde
"""We can begin here,"" she said, as they paused before a gigantic picture, which the catalogue informed them was the ""Portrait of Lieutenant Brown, mounted on his favorite elephant"".",Lewis Caroll
"""The sister is married then,"" returned the stranger.",Charles Dickens
Just about eligible to travel with this bilk here Shadbelly Higgins this loud-mouthed sneak that shoots people in the back and calls himself a desperado.,Mark_Twain
"A few moments after that they had left the room, he fell asleep.",Oscar Wilde
"Considering the great care and pains of the author, and the usefulness of the work, he hopes every one will be ready, for their own good as well as his, to contribute cheerfully to it, and not grudge him the profit he may have by it, especially if he comes to a third or fourth edition, as he expects it will very soon.",Jonathan Swift
Surely that time is now at hand.,Jane Austen
"It is a mystery how things ever get to their destination at this rate; and to see the barges waiting their turn at a lock, affords a fine lesson of how easily the world may be taken.",Robert Louis Stevenson
"I shall not descend so minutely as to insist upon the vast number of beaux, fiddlers, poets, and politicians that the world might recover by such a reformation, but what is more material, beside the clear gain redounding to the commonwealth by so large an acquisition of persons to employ, whose talents and acquirements, if I may be so bold to affirm it, are now buried or at least misapplied.",Jonathan Swift
SECOND CITIZEN.,William Shakespeare
Those entertainments and pleasures we most value in life are such as dupe and play the wag with the senses.,Jonathan Swift
“It's true as gospel; I seen it myself.,Mark_Twain
These are Her Radiancy's own words.,Lewis Caroll
And nothing is easier to plan.,Robert Louis Stevenson
—Lucr.,Jonathan Swift
"Another very beneficial project of Lord Peter’s was an office of insurance for tobacco-pipes, martyrs of the modern zeal, volumes of poetry, shadows  and rivers, that these, nor any of these, shall receive damage by fire.",Jonathan Swift
ANTONY.,William Shakespeare
"There is another called Nahum Tate, who is ready to make oath that he has caused many reams of verse to be published, whereof both himself and his bookseller, if lawfully required, can still produce authentic copies, and therefore wonders why the world is pleased to make such a secret of it.",Jonathan Swift
inquired the Doctor.,Charles Dickens
"""Which makes it the more probable that she may be tired of his idea,"" calmly pursued the client, ""and not indisposed to exchange it for the newer one of another lover, who presents himself (or is presented by his horse) under romantic circumstances; has the not unfavorable reputation with a country girl of having lived thoughtlessly and gaily, without doing much harm to anybody; and who, for his youth and figure, and so forth this may seem foppish again, but upon my soul I don't mean it in that light might perhaps pass muster in a crowd with Mr. Alfred himself"".",Charles Dickens
"""You know it doesn't matter a bit what the subject is, so long as it's a good one!""",Lewis Caroll
"“There was a child going along out there and asked me if the postman had been by and I said yes, and she said how long since I saw him and I said I hadn't seen him at all, and she said how did I know he'd been by, then, and I said because I smelt his track on the sidewalk, and she said I was a durn fool and made a mouth at me.",Mark_Twain
"To toil for a hard master is bitter, but to have no master to toil for is more bitter still.",Oscar Wilde
"Her face relaxed; sobs came to her relief; and falling on her neck, she wept and wept, and fondled her as if she were a child again.",Charles Dickens
I think he will stand very strong with us.,William Shakespeare
"And a great terror seized upon him, and he said to the weaver, ‘What robe is this that thou art weaving?’  ‘It is the robe for the coronation of the young King,’ he answered; ‘what is that to thee?’  And the young King gave a loud cry and woke, and lo!",Oscar Wilde
"""If they didn't have five separate weighings, of course you can't value them separately,"" the youth hastily decided.",Lewis Caroll
"Not an idea, eh?""",Charles Dickens
"Do you understand me, love?""",Charles Dickens
exclaimed the Doctor.,Charles Dickens
In 6-1/4 minutes.,Lewis Caroll
"Most true; the will!—let’s stay, and hear the will.",William Shakespeare
"But there was one oddity, in the way of an ex voto, which pleased me hugely: a faithful model of a canal boat, swung from the vault, with a written aspiration that God should conduct the Saint Nicolas of Creil to a good haven.",Robert Louis Stevenson
